source	guid	sha256	bytes	lines	game_objects	mono_behaviours	fsms	sprite_renderers	animators	audio_sources	colliders_2d	prefab_instances
Assets/Animations/Hornet Enemies/Dock Guard Thrower.prefab	e29513a1758225346b845c08073707ae	b82c26acf74b40effd60b9569f1ccc498f49f439e4cec40407a12e5c883644c2	39546	1310	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Dock Worker Anim.prefab	0895b2daf1d0e1147bb9963fff033f38	db5493169e8cf7529224c64d7b1939359bdc3f833e83f27942d1cd01b4ec0e30	63939	2035	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Dragonfly Large Anim.prefab	37b45af2e1f2e2f449202fbba3512e9e	3d8459faf8c76d0c4e54a1571dab5aad2250482e078c3478afd64d3c27f7fe9f	7895	263	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Dustroach Anim.prefab	15459409138ad5b4baa349f93f80f629	1288e96072a1a53cfe7b24c1394459fe126a6d8950482b99309d653c6b43f104	49387	1614	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Dustroach Pollywog Anim.prefab	7b9ad4cfe0d795d49987374936ed9f2d	43e336d1f349207bca7068c1546aee3ce26c47277bc536dca02859d99e015a13	6736	227	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Farmer Catcher Anim.prefab	b21cec97ebe50714fb408df28fcb8da0	5fc53866d8cb136b104ca25bd616af823b336a1dc8cbcfb006d19124276b97ab	23904	797	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Farmer Centipede Anim.prefab	f8353e86980642d408e54f29ede4896a	7bcc85f13abba4ffa59e692a98b31de2c47fe502ab7bcfb94bd464135b7eea77	29837	981	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Farmer Scissors Anim.prefab	974de61429a8a21478d09b8f609e1078	0bddd7d431f4b37ba7066e73429218a9a7b138f29bc8cc314edc911ef684fb9a	37643	1246	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Farmer Wisp Anim.prefab	b5ff94abcaae2aa419121022e86c95ef	5ce04ff7fcac8939109b42c1cc1e9465e3dd0a817556fe78044a139172dd152e	39061	1275	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Fields Flock Flyer Short Anim.prefab	e326d19c9dd3b984c9207d985587590e	e987ff53063ed7cc792eeb9cf1b07d4f49abe2f085ba71ea1ed57d4b54ffd335	8793	301	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Fields Flock Flyer Tall Anim.prefab	947f29e81a13b9a4a8ae185909efb430	ee2998b8d9dbc9b7bd9104c41118cf08e1be148f852c7779ebc918be8e40eee7	7279	249	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Fields Flyer Anim.prefab	c7c67d0d20ad8dc4595475014d496647	ae3a37b1009bece0ef8f802e6eea01455f090bf0debfdd9fee5f2099cabf0540	8446	285	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Fields Goomba Anim.prefab	a7991ae6a97bbcb4bb9458fdbe19b69f	74280e145a22ca4dfbd329479608b928f258f5602f7e65f90e720b73ce7c4b0d	8705	296	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/First Weaver Anim.prefab	e5c4a371d4a56e14ba4f8c945c958089	00828194df12b1e4e02ffc60fa76dbdedb06a5495596787b5580f84d580c635b	57116	1851	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Flower Boss Anim.prefab	1cb024a5208c46d49a178c3e30be1e9c	488a45368736c57556780b42fc97b9f50bb4bb4e85976f8ce9a3fe3f47f808e6	38829	1273	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Flower Drifter Anim.prefab	d9b27f7c378625446a8080089848f9a0	a4057a8d36f126aa273ae293d2c5e52403d4cdc315c7d09efb63ad0d48bdca96	12039	402	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Giant Centipede Anim.prefab	7ed6fd2f951f9b94487fe701864a64b6	4d28b6fd146a1a3110de32c8977c996a4d1d824eee4f5bd64d770f939d5a2879	26497	883	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Giant Flea Anim.prefab	68767098772e68342b11946ec2d272d3	56d5948a24ca329d1d1724624a15733a48a78d7cf5e87c0cfb866648e16a85f7	30552	996	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Gloom Beast Anim.prefab	5084e3eb449b22340893553f1d87303e	ad704b569cb4250a1354838fc5abcbe894be8bba94d24b9e2569c1a8edd382b6	33967	1102	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Gnat Fly Anim.prefab	c3552f561d9dfe4439ac2fab9766b386	acd4117b2c7b41b619382d7d02a408b46231ea1b97b49816dd3566067bf38436	9519	320	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Gnat Giant Anim.prefab	076a0057a048e5b4fa019ad1c7a29f69	b082f9bf6365742a21c0111787cab6f0ce9e6836da4c224574a577d849e75b3c	12895	431	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Grass Goomba Anim.prefab	3ae85db074d9df448b071a8505af4b85	9f2d21a0f64db385e80787cf2a72cbffa9b59849f33e51e34283e6e6a8a5c1cd	17251	585	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Grasshopper Child Anim.prefab	b5d3dd1f293b11f46a629b2f705219f1	0b1760cd8bff2908eb2b8fc8f2821771c7b6674023a545d19443479a1befa12f	18110	605	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Grasshopper Fly Anim.prefab	6c68f7c0952767f4184183db47aa4fac	d097302ed7cec78858551579c3f599f981c70fc4a502d155d1360f6b9469a642	30912	1012	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Grasshopper Slasher Anim.prefab	221f10ebab563e34dbb907fdf7d61fdf	73fc02358a0eb45167e0cca3f31e8814179dee2d77c4168e2e730109d552c4be	36031	1198	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Grove Pilgrim Fly Anim.prefab	64abca44a867c1947b18c60cd8496cb0	db5164bab61c1ca16e9b74e300f0c42f8289b0edb611d61226dfbd64cba6765b	11370	379	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Hanging Dummies Anim.prefab	51b962f99971a944ea721ba601828aad	518561e10034dc60ab071b60129949bb026bbf28cfaded3dbd5f82bd29a15bf7	4729	167	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Hornet Dragonfly Anim.prefab	8cada164cdd90184fba6df2c92713178	5b38f4d09d820c693931b81c92a518cb35d4554cb11445edec7696bfb6e98548	8194	274	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Hunter Queen Anim.prefab	3276810ced49f094782ad6b61d30d7d7	77dffaad434b7abaf266ecdcd4bb83a3c93506880ed62f3d1ddf01f8f38f4226	85441	2777	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Judge Child Anim.prefab	38fb529f55210534eac6358344ca4fee	6a041b5ac8346bf78c77a0e86cd6337e89d7c5e2db318879cd4aa6c9a431fba4	9833	327	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Lace Anim.prefab	8b04b5d7f78686d4aa5ef7989a02bf7b	1a0c233fa4712fd4ec3c81e78657dbb1c1fd894be0e09532665f21429f765e9d	136810	4414	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Lightbearer Anim.prefab	d69ddfb594091ee47aff0b3e7c6b0e6a	d8e1af5d0a73d4c808614c5a95f554163f4528092c1eac81eb4521cce86d9ca9	34835	1149	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Lilypad Fly Anim.prefab	efb9107ae328a104a8f3c2c907e44ccf	638f16786bc96fa09d21429ef496121ddbc345037324041516abfb07e08caa7a	54433	1674	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Lilypad Plat Anim.prefab	e4fbeedd44b5fc1408a0f717d6d0ff48	52aa929b841f313bf2d29b0e8e138a243d166e82f5cfa3786594c616d6f98846	8119	269	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Lost Lace Anim.prefab	4e29e9eb36450f740a580958f530946b	a9618d3ad7290e930a1b42c72662fed80be4f0e32e3d926f597a43f2294724bc	135319	4347	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Mite Anim.prefab	fcf621d5fbe97274d90b3ad195bd64ac	673a2df5c3452a839e2cd0e8abea86b74ce5ed03217d16232d969d3f70bab937	21876	715	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Mite Heavy Anim.prefab	d782ffaf5603f3244a216396ce852b79	0583333f9a86ec0283d832543264e9db5ba1e8148d0c07d2357a9df55ffeb17c	16435	552	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/MossBone Crawler Anim.prefab	f01fdab3548287f46b425844cdd66a7f	3349202c7f1c1d6cc8550a8060abff8f41110930f2131abe25fdc1a90ba20152	12483	423	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/MossBone Crawler Fat Anim.prefab	0f424f13941fa7740be6481815f023f7	26fc59d9d18fd957e57c3eb973126f36df46d4b1762b6afee00fe9a5473cd881	10975	367	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/MossBone Fly Anim.prefab	6c689f6fe68aab849b771064b5c65c84	d0d8c705b843ee0c94fd6628ad588fe3713e8c0b2ac98158612b8f0ab87dc6a6	17829	594	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Mossbone Mother Cln.prefab	ae61e6cf144c600489d416f4a7e6729e	1d2211ac7db7b1d1a63e2e3abbbae67107fc8d33f78585572382f977a41d07eb	5126	179	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Phantom Anim.prefab	3078cc6aa2e0c7e48b59bf6893a52378	0ca69b6e42506241c00ed56aa1dd273825d0b09932ed63569cb19a93a4bc4c9d	61280	2046	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Pilgrim 01 Anim.prefab	953794ac712ce0445bdccbf5b8cefcc5	875035f34f2b1227699b5d67755ab57301505d834897414dde38a3067eab57ee	17933	599	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Pilgrim 01 Song Anim.prefab	d2fc8519c60ca43469bcf418f187fde4	7e10794b5ba463cfc70b0e488685eb4f08d8516891ccce5bb66cf035c25533cf	17834	607	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Pilgrim 02 Anim.prefab	5ad9f24f651113649b8bbdbc1fc7b454	7b9643ad1b2ea7c7752f650a0e0c160db02b25fee0aa35c46a237ec1d439879b	10931	371	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Pilgrim 02 Song Anim.prefab	976fb6808f9e3e34cacc31783b982dce	bf96dc0af51bb32b0492a0983f37c69f95656e20bdd8d5ad9985a04a9d7a8c94	21643	726	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Pilgrim 03 Anim.prefab	33373a79847c12f4b981bdc46274b829	46607a40b10ae4201c4ad4b03f53bf17f45e809e22693dea78f8b98cc677bc4b	21428	724	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Pilgrim 03 Song Anim.prefab	8af32b62788645a45b3ac802d007b22c	d853187ed714f102dfd59cc9470821179644a140f27a5b79fcea9e5e7ccf8a23	17205	580	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Pilgrim 03 Understore Anim.prefab	43bf1b2df1777dd408f4b41ab12d8c9b	9334419ad1334c97d61f66425015ef5fd43f57620eac17580eda2d5d2f12ab4f	16672	558	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Pilgrim 04 Anim.prefab	889e1b6f721e4dc41a3079d68d27e794	f75ba74b97b94c36d889f77665e64937e8fa96d4f4ffdb106e6da62400193b54	13545	458	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Pilgrim 04 Song Anim.prefab	3b2d3c57561b2324490779452b7d6b93	451b6164b2a8c6f010c1b0f09d41d3fb3257582a57ed9b8886e7d41fad0f4687	17608	592	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Pilgrim 05 Anim.prefab	904da3b57868a554db307ad1db7bd7ff	9feb927fd34e1ae7a89caa495553467d8c85fcf941a36c3966f084f42e9e00cc	17448	582	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Pilgrim BellThrower Anim.prefab	e225fb4762ff2164ba6247d5ea21a730	0823cea6771d0b5ffd7d721d3ca5b0a5ca80b113864ee25632ed1a1c647fc569	16253	546	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Pilgrim Fisher Anim.prefab	b0059e8e9510d694cbb79b0497a1805b	4c61fb81b3614535f0e4127a1e2c4a77cdd3dd4169bde7c565ba2504926555f6	12571	415	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Pilgrim Fisher Enemy Anim.prefab	c72dca35be3fbfb4f8fb147b1f0e3077	48c2a8beb3a293efc5f7e2761911f01e611df7f19acf16fc58d3ef6c76f929d2	17970	595	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Pilgrim Fly Anim.prefab	7c65287474870d6429cbb5bc5930c439	e9a4c21694f58a4ff16b4ba2fd82556543bc802682cb9d0ca0b210011e47447c	13503	462	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Pilgrim Hiker Anim.prefab	845c60a94b9f9e44181361bbe9abf4fe	01a0fdf6f6ca96ffc5ff9e14226fcd4129822466bad7f1620edee1ae239cb3ec	20882	702	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Pilgrim Moss Spitter Anim.prefab	260b0569f7c97e94da3216a7eda127bd	a5286f886ffcc1c86af88bbe74966581043161d65859b523125b26782b5fdd3a	11962	410	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Pilgrim Staff Understore Anim.prefab	e1bfd16cee4d40945ab70bcd5a180cfb	4d0b26877115f9578ba1cce3fbeb6c185cc0d6604fd00a19b8249090e7bde3e9	26479	875	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Pilgrim StaffWielder Anim.prefab	7064380a144a9a6448ff26ebf4bb782d	f49d56f3fdde8dd196abbbcb52293824007a56d2608d68b08667fee6db7eaee3	23664	782	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Pilgrim Stomper Song Anim.prefab	433f02967bb96164dab4f7f12aa0960b	9d32b867e24bad1a41ca8f9968d9e06b1ab0270fa7c27ba6ba0509ad76648438	14615	493	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Pilgrim Trap Anim.prefab	c2b9fbed9bcd06d408f9e28c7f5b071b	68365c84b0757fee84f93eecd662703d250d2beb0afb484272e02c3521a6dbfc	4000	139	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Poke Swimmer Anim.prefab	2d5a1c1e910bc5245beb5c7a43d30427	47949634e220e502e13a4ef8f785f3161da686fbcd56df32479654ef1bd9e1df	6377	220	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Pond Skater Anim.prefab	d8280bf978c2d58498069ca1d5dd05c3	e019f91ea810009ec06bfafe0bf055a3da831c34c1dc79dda472c4f91952646d	14122	463	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Raptured Citadel Anim.prefab	aacece47fb8428b4ab88c3510b171ce5	ef828c2e11cc1af1b8eb9c6831f015a9db5603a73c6b59f814b9d537cb9ed7f7	5629	200	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Rhino Anim.prefab	b486fa4201deb5b409ce09ad81513c83	b2365dc832191ab14e075f3ce0bfbb1a36c782cf49f0559900d27b5bd74598e3	17619	592	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Roachfeeder Short Anim.prefab	6b03a45c27a9a6149889b3b3550daac7	6e7cc1a5e801f6382fd605e76abbf612cab6f9a684dc0839193f7a5099aa9798	21147	691	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Roachfeeder Tall Anim.prefab	03f8a7c99e8f9354687e718a337bb506	a0ed5db25cd433d9065a6bb28fdd10a59cc843a98fb37f00383099b117708e4a	22751	748	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Roachkeeper Anim.prefab	a4a819d6b494ec74a9dad99106c2d9d5	f8445b816eefc52ba8cab900b486f6c986fee9119d0e948b8f22507421132e00	23430	771	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Roachkeeper Chef Anim.prefab	cdce2714161af8b47a05c1699d50f9c3	40797cd17395b76de6f71d41c63c0cd3e063db2a31266e32e80406dabf2631b2	31807	1054	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Roachkeeper Chef Tiny Anim.prefab	09b595038dea1694b9c6d75f3e09ac7d	e72c344f170a51009576f18af6092ca7fcd7771cba8380f339a308566fa2cda7	20607	682	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Rock Roller Anim.prefab	8daea3a822f6d114fb81fb58c716c4a0	4e084a7ee77b865b71367b1d5d74c91883287e1b89a1a8634a82c18d8da62f2f	12075	411	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Roof Crab Anim.prefab	b43d79992c2b01a4791b4f12eaa4a5a8	191d2d0ea41a33e0599fc0b9e99cb2868cce7c5eeec3d7ccb12cae68c499f78e	8427	289	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Rosary Pilgrim Anim.prefab	9b76fc6cb4ca1e148a788be9f6013284	68398c8b820f4e7109ef4fcc4c01fa9da5624c7afdd54fa1ce3d43b00f177c3d	31857	1050	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Rosary Thief Anim.prefab	d6c2a1ff612a2384ba1247248a16901d	496ca3ae99a608135a88f99f014265719c53da0830625a9168a7d9f779743272	34468	1150	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Scrollkeeper Anim.prefab	0a7fbdd2f3569e14f9a6da15532a4c75	16b9c9a6874ca4e8eb87d3b95166328b1e87bc5c443c5163ee3e31e9c272c677	38076	1263	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Seth Anim.prefab	d45eccd1686040e46b6b7c8331e520cf	fbd63acb30f7d7781a696dd1c0680ce5bfceafbc6f61ad6907a2e43f76b15ef7	61882	2047	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Shell Fossil Mimic Anim.prefab	f8c6bc7b7f8b168458c2ee0e1513b8d8	2b12cb932e4f11b627d7e893d06d3c9d0f2724e95ef5e51e4341c440d69d621e	61866	1919	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Shellwood Goomba Anim.prefab	43f2e88047c45d04eae440a3f3107c76	22b8bcfedf9fe47e3c35a8f30dacc6edaf29f2f52f5cd0f6e08ee6d0c0eed8dc	19906	676	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Shellwood Wasp Anim.prefab	146fc5cc5e4448f46953b8d8aafe95ea	f6c75df4591bb61f10118e07454a4823698f227e838f6f5093b40503438f32a5	16377	547	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Shield Dockworker Anim.prefab	b309d1dd4f3e6544faa42f660b1974b1	1ae4c01f4954c53d39fcc0174271950518f827acd6cfd95055d47601290ef368	22313	749	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Silk Boss Anim.prefab	dad0f280a458c36418668f01d81a01f6	2171f019414dbca472ec1f43d8e5368a0c8d82e68da715393de9e1e1961425df	78066	2516	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Silk Boss DeathEmbrace Anim.prefab	26a8d0e1801855146adb62c09d6caab9	f04b8b68671bbc6a5c6c53964b49251377bfe6d0e33da44a56f816052596eec6	3457	117	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Skull King Anim.prefab	83a3399f41d0f764eb41f70f13709589	f139f78dc736a77b813b6109388c95e29e683d25a7b251658eac78f3f1ce45cb	22563	751	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Slab Fly Broodmother Anim.prefab	a47a62a8e25a9ac4dbb8126a9e5e091d	e968f009bd800579893bd47aa819c16f4e88ac5d27e09f75eca0774f2bfab975	26851	904	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Slab Fly Large Anim.prefab	269f86055cb13454c992197fff54896a	6950708af9162747963145b48a37b6c87089757ee1a92c8675ef8cadc3cc870d	32881	1098	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Slab Fly Large Cage Anim.prefab	ed520dbe5010e254cbcadf8ec2f207d9	f646e02c64e3e46e7115bbc4f9605c68b8534b3aa5e5f76ed5dc38446579f5e2	37777	1234	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Slab Fly Large Dead Anim.prefab	a49c7234152877743b0435945b251b18	5e2abdf3f5f109a741eff5bc822149e4cdfefe6f5e72a5de9f8b6b88cc294285	2672	93	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Slab Fly Mid Anim.prefab	0e1b783cac96b964181953bba31704db	7b1f3b8df0c0d6f6d129399ddb0f76db4c09fbfff2b6155e8642e566b2fcf7a8	43034	1396	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Slab Fly Small Anim.prefab	dbb210f78a895974d95e5c2b4687fb42	016266ff554545d9aef9338687f0230da1592acb7ec4f9b42cafe2f9c3e0342b	11240	378	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Slab Fly Small Fresh Anim.prefab	141896a27af0a1c4d9049fa84c4708a4	0fbbb80e75688c367c9e5c7de7d18738db926143372a5a279f3d28706b0c4917	10782	361	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Slab Fly Vomit Anim.prefab	bfa47f0a1b3888c4cb13de2fea295e50	f50ebc2eb518bccb14998f7d249a57bd6eb89e570b352e7cb405a023f5deaecf	12864	426	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Slab Prisoner Fly Anim.prefab	b863f4e20723dbb43b61be8e90707c5a	3e6003fd424d446e12a857c01bb408514e3c1981956e9c2179e8cca8e0184ee7	28429	930	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Slab Prisoner Leaper Anim.prefab	0ae179962e9d86649afc498e89967359	65bab84b299da3963610fb165699e54a00a53c4a3b4b90e1eba232f3162dfce8	22333	740	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Small Crab Anim.prefab	91e3044691101714fbd3960ca9c730d9	4a72936312f5d017cd794079c286c2d59c4785a1ae3d83701e5e147b18705312	6397	220	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Song Administrator Anim.prefab	b2733749b0dfb434992d775b5b4ea1c5	515127063112722fca5819503bc824e6106d0c9978a29539d0730be6543ab007	27715	911	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Song Automaton 01 Anim.prefab	32590feecc4bce5488cf17363991f707	a8c30980fe49cf599979c5a6620b5e324dbd4f3ae0e2c894283ed6f8b9a2b930	17884	599	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Song Automaton 02 Anim.prefab	caa0a8dc35f904c4d82925e7f82dd317	393eb294d02e1463c80f29b22248e1f2db691434cc2cbb84e03c49e421308f1d	11923	410	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Song Automaton Ball Anim.prefab	6899cde63b79a6e4c8b5bf3cd08c1ea4	a60a3bbb71da15e5467aa6c939b602ab19244196e306ccdc2ea8351f7aff0007	18935	638	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Song Automaton Fly Anim.prefab	b9ab9b3f0338f4c4eb6649c0239b8441	fcb6eb2dc4fbea38bd2add17a1cc91ae05f87ae0dcda3cba4329bd1a0cbd63ef	11512	389	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Song Automaton Fly Spike Anim.prefab	b870db8ae7a51b941ba1b56ed18c22ac	72331d20ec440e6505fd2a9e1757116579767fa1d0cd6aeda30f12e8564857e3	10647	360	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Song Automaton Goomba Anim.prefab	1f507ce6b4f0c77478dfe994a20587e9	ba956e88fb946022d416ec4addabb14727907c64c8395152e17152195367f7c8	11396	388	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Song Automaton Shield Anim.prefab	3349d637711eb45478654086d6452f0c	04a9463a8b7b4866193ceb41f5896dffef97f6fd3a29f194cbf0b0f83a01e7aa	24907	840	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Song Automaton Tiny Anim.prefab	c7f67e56c489e8b4da200bc655acf0cd	d8dc69f57371d7d73a5e22d561f9861442caaea5e3396d8265817de42bb6651b	7576	256	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Song Creeper Anim.prefab	e6a5702c7f6208e40ae48c4038b4317a	9a3e970c60c05da02c1319e472d124f488c39b325f6ecf94abcdab9baabe8d81	29453	969	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Song Golem Anim.prefab	8a5da9842e8416d4a95b518c2322d9f5	f4c0b99e8bc9673f8e914b524c14032536c1d3275944d78393a964285b9cd479	21610	729	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Song Handmaiden Anim.prefab	03031139ac1e10048805d2fecc5a0afa	72e1ced174546ae7f61aa8b9b95080d6b777fff8477b75758ab2f6d2a8f7df0a	42320	1385	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Song Heavy Sentry Anim.prefab	bb0e465f6f45e2f4d95a59c35de8b520	111c8cb101e09e510052301665fa8263b64e49876cd5d48255540725b2682bc9	34262	1140	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Song Knight Anim.prefab	fce1d0e1aad2b864b96ec5b9b8fc8c08	bd9d9a4fb01f6c3ffe921854ab99a01471c15ae40bf850d715f8a0d2471a92f9	71443	2357	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Song Pilgrim 01 Anim.prefab	eb3aa4649f8931641a9403f6afec8b70	ac63df133cc2bfdf7483ce65a37645775b755110c42b6d846aa1700978f6c475	21786	727	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Song Pilgrim 02 Anim.prefab	c0ded778c786a144ca622b862adbbaae	c19be0fac9d321278256486487f057872e6b2e52727883791cbc73a66d70d6ac	27362	895	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Song Pilgrim 03 Anim.prefab	a979d180bfb9e8e4e83595ef48a944e4	9fe5bec0d1701ace1e614237bcd465be6724d2acada6c2c71abe9c235b61f9c4	39900	1313	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Song Pilgrim Maestro Anim.prefab	e4ae3f44818029846a7ce085ef502200	3cdac62313be6a96a0cd9047640dfa01313bbd231da0616b5a83825063e7f00c	28722	946	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Song Reed Anim.prefab	5526b9c2ade9f8b46a1738757667a20c	497454f8f13a98fe34fc5158b34a3670654746c5f7f9760f7d2852a5fd741667	35412	1180	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Song Reed Grand Anim.prefab	bfb539cdc7d4eee4d850dd0ce0a03dca	fcba300fcf5709f4dd3a6b9afeca4f647e15158b7fa7ec8201770d45227ca821	31815	1072	1	1	0	0	0	0	0	0
Assets/Animations/Hornet Enemies/Song Scholar Acolyte Anim.prefab	b8e9d44a723c7ad44b636fc6d5e26cb8	a4455c0eb8d30b91e3141bda8d7cc304242aaedf077d7527e42ef45d6cf1f578	27802	934	1	1	0	0	0	0	0	0
